kalpi,sum,Abeba David,Abeba Lior,Akunis Ofir,Amsalem David,Azbera Goma,Barak Keren,Barkat Nir,Ben Pinhas Yoseg Eyal,Berko Anat,Bitan David,Boker Navah,Cohen Fernand,Davidi Eli,Dichter Avi,Dichter Avital,Edelstein Yuli,Elkin Zeev,Erdan Gilad,Fadida Nissim,Fleishman Zeev,Fridelman Hinda,Galant Yoav,Gamliel Gila,Glick Yehuda,Golan May,Halabi Rafe,Halevi Shosh,Hanegbi Tsahi,Haskel Sharen,Hazah Oren,Hetayev Faisal,Hieb Hassan,Hirshman Nir,Hotoveli Tzipi,Ilgiev Gregory,Kaidaba Samir,Kara Iub,Katz Haim,Katz Israel,Kish Yoav,Koren Nurit,Krinawi Atef,Levin Yariv,Lovovikov Michael,Maharat Gilad,Malka Elad,Mark Osnat,Mazuz Yaron,Moses Heidi,Mula Patin,Mustafa Gihad,Nager Yoel,Nahon Tzofia,Negosa Avraham,Nevuani Osama,Ohana Amir,Parhat Ata,Pasal Moshe,Pinto Jacky,Regev Miri,Saar Gidon,Salah Salah,Sefadi Mendi,Sela Noam,Shitrti Kathy,Shtagman Ayala,Shteinits Yuval,Taya Dima,Vidar Yaakov,Yogev Mot,Yona Elad,Zohar Mickey
108901,1119,1,0,28,40,0,33,56,0,24,28,6,2,3,61,8,40,24,64,0,0,4,52,43,9,7,1,0,20,30,28,1,1,2,32,0,2,15,29,60,25,2,0,42,0,1,6,11,28,0,3,4,0,5,5,1,55,2,1,0,58,44,0,8,0,16,0,23,0,0,4,1,20
108902,993,5,2,33,23,0,34,52,0,12,20,7,0,8,56,4,28,22,57,1,0,8,40,43,10,4,0,2,26,16,26,2,0,4,25,0,0,21,28,60,19,4,2,34,0,0,3,2,23,4,3,2,2,3,4,3,41,0,0,0,54,45,1,6,0,10,2,23,5,0,5,2,12
108903,999,4,0,25,26,1,26,52,0,13,19,8,0,10,59,5,38,21,58,0,0,10,40,46,10,5,0,0,28,21,24,0,0,4,32,0,0,15,28,73,18,4,0,33,3,1,2,3,21,1,2,4,0,1,4,0,48,1,2,0,54,42,0,5,1,8,0,25,1,1,0,1,12
108904,1068,7,0,30,39,0,28,52,0,9,19,6,0,7,63,7,45,21,62,0,0,8,45,38,9,4,1,0,28,14,27,1,0,2,32,0,2,13,40,62,22,3,0,43,0,0,1,6,28,1,1,4,0,3,5,3,42,1,1,0,57,48,0,2,1,12,2,31,2,1,6,1,20
109001,1151,2,2,26,51,2,10,36,1,13,58,13,0,4,39,1,59,32,62,0,9,0,51,53,12,14,1,2,38,20,18,0,1,8,26,1,0,18,43,54,26,18,0,39,0,0,7,7,17,2,8,0,0,0,12,3,31,3,7,1,55,50,0,0,2,6,2,31,2,1,3,1,37
109002,1143,1,1,25,51,1,11,46,0,13,55,14,1,5,38,3,67,33,56,1,5,0,59,55,14,7,1,1,30,19,16,1,0,12,36,0,2,15,43,59,26,20,0,37,0,0,1,5,17,2,12,0,0,0,14,1,25,5,10,0,55,41,1,2,1,8,1,23,4,0,4,0,31
109003,1127,5,1,25,46,2,13,28,1,11,52,14,0,10,30,3,56,26,44,0,3,1,52,55,17,17,0,1,38,23,18,0,1,21,26,2,0,15,35,65,25,23,0,35,1,0,6,9,19,0,11,0,0,4,10,4,50,10,9,0,44,52,2,1,3,9,1,0,2,0,9,1,30
109004,1043,1,2,25,51,0,16,33,0,6,53,12,0,1,28,2,55,23,54,0,5,1,43,44,13,19,1,3,33,21,14,0,1,14,25,1,3,16,40,51,29,13,2,37,2,2,3,7,18,5,7,0,1,1,9,1,23,2,9,3,38,48,2,0,1,4,1,29,5,1,3,0,27
109005,1047,5,2,27,39,1,11,31,1,11,49,13,0,5,30,6,53,21,56,1,4,0,51,52,12,6,2,0,49,17,20,0,0,12,27,0,1,14,42,57,13,22,0,38,0,1,2,2,16,0,7,1,1,1,15,1,16,7,9,1,51,43,1,1,0,8,1,29,4,1,6,0,21
109006,957,4,0,15,33,2,11,35,1,11,46,15,0,8,27,1,45,23,48,1,1,0,47,46,13,11,0,0,40,20,16,0,0,16,26,0,0,15,37,53,17,21,3,21,0,0,3,1,14,0,9,1,1,1,15,1,23,6,7,0,39,41,0,0,1,5,2,22,6,0,5,1,24
109007,1062,0,0,22,51,3,14,35,0,6,58,10,0,5,26,1,58,30,51,0,3,0,56,48,14,14,0,0,30,20,13,0,1,10,25,0,0,16,52,56,20,15,0,38,0,1,3,6,16,1,9,1,1,1,13,0,21,4,7,0,52,47,0,0,2,6,0,23,2,1,5,0,39
109008,1017,1,3,22,45,0,8,36,0,10,51,10,0,5,31,3,48,31,48,0,2,2,52,47,14,7,0,0,41,19,19,0,0,12,32,0,0,16,36,59,18,16,1,35,1,1,5,8,12,1,9,1,0,2,6,1,25,5,6,0,42,37,0,2,0,6,3,24,8,2,4,3,23
109009,1008,3,0,28,41,1,12,37,0,5,45,15,0,9,19,3,54,32,50,0,0,0,45,50,18,13,0,0,33,15,8,0,2,15,27,0,0,16,38,54,11,17,0,36,1,1,5,6,16,0,6,0,0,0,8,2,27,8,4,0,44,42,0,0,0,7,10,29,2,0,9,2,27
109010,1204,4,3,22,52,3,11,49,0,14,64,26,0,7,37,6,57,30,60,0,2,1,59,61,7,15,0,1,48,13,19,0,0,8,42,1,0,18,40,63,22,22,0,44,2,1,2,2,12,1,1,1,0,2,12,0,31,6,8,1,49,53,1,1,1,10,5,25,3,0,8,2,33
109011,1115,1,1,16,46,3,13,38,0,12,54,16,1,11,30,4,54,30,51,0,2,1,40,56,10,21,1,0,42,15,13,1,0,18,35,1,2,11,37,65,21,25,0,37,1,3,1,6,23,0,5,1,0,0,11,2,21,13,6,2,55,50,0,1,1,6,1,22,4,0,11,2,32
109012,1041,2,1,31,43,4,8,44,0,10,48,16,1,4,35,3,51,31,49,0,0,1,44,45,8,10,3,0,29,23,14,1,1,8,30,0,2,16,38,51,23,19,1,42,0,1,2,0,10,6,7,0,3,1,8,1,31,8,4,0,45,51,0,0,3,3,1,24,4,1,4,2,31
109013,1032,2,1,20,45,2,7,26,0,11,48,7,0,10,28,2,51,29,51,0,2,0,51,52,10,15,1,0,39,17,16,0,0,12,35,0,0,13,40,57,21,19,0,40,2,0,3,4,16,2,5,0,1,2,2,2,19,8,9,0,49,51,0,0,0,8,2,26,1,1,8,0,31
109014,1156,4,3,33,58,3,12,36,0,9,58,15,0,3,35,7,51,31,60,0,2,1,50,51,16,12,1,0,43,15,26,0,1,10,28,0,0,11,35,65,22,22,0,44,1,0,1,1,24,0,9,0,0,1,8,0,29,3,11,0,62,50,0,1,1,5,1,27,1,0,3,1,43
109015,1242,3,1,32,48,1,8,43,2,17,58,19,0,11,32,4,55,27,56,4,2,2,56,49,14,17,0,0,45,19,17,1,0,17,34,0,1,15,49,76,25,25,3,50,1,1,5,3,14,2,7,0,1,3,10,4,31,10,14,3,45,49,0,1,3,14,1,34,8,1,11,1,27
109016,896,1,0,26,38,2,11,40,0,8,44,4,1,3,27,1,45,27,43,1,4,2,40,35,16,11,0,0,32,12,12,0,0,8,27,0,4,13,27,46,18,13,0,33,0,1,2,3,15,0,9,2,1,1,9,0,24,3,7,3,34,43,1,2,3,5,1,22,3,0,5,1,21
109017,1056,4,1,16,54,0,13,34,0,3,58,10,2,3,24,8,58,28,52,0,9,0,48,45,7,9,0,0,38,16,20,1,0,7,22,1,0,7,50,58,17,9,0,35,2,0,3,10,25,3,6,2,2,2,16,2,15,3,15,2,48,50,2,1,2,9,3,24,4,0,1,0,37
109018,1067,0,0,31,54,0,7,40,0,12,60,15,0,3,32,2,55,33,61,0,0,0,54,45,12,13,0,0,38,14,17,0,0,4,31,0,0,14,37,58,27,17,0,38,1,0,3,4,16,1,6,0,1,0,0,3,25,4,5,2,45,46,0,2,3,10,0,27,2,0,4,1,32
109019,986,2,1,20,46,0,14,35,0,7,51,8,2,6,28,9,43,28,47,1,6,0,47,48,18,15,1,0,31,10,16,0,0,11,35,0,0,11,32,50,20,18,0,30,1,0,1,1,13,1,7,0,1,2,8,2,25,6,9,1,48,43,1,2,5,6,0,23,2,1,6,0,24
109020,1068,0,0,27,54,0,12,40,0,8,65,14,0,3,37,2,50,42,57,0,3,0,46,50,7,7,0,0,35,9,19,0,1,3,29,1,2,19,35,57,19,14,0,50,1,0,3,3,15,1,5,0,0,1,11,0,25,4,12,1,48,51,0,3,1,7,2,26,1,1,2,0,27
109021,943,3,1,20,45,1,11,26,0,9,47,14,0,7,20,3,46,18,53,0,3,1,45,50,9,15,1,0,32,13,10,0,1,12,21,1,0,5,40,60,15,18,1,29,5,0,0,1,14,0,11,2,1,2,11,0,16,7,7,1,44,45,0,0,1,6,1,22,0,0,9,2,29
109022,1095,1,2,26,41,0,15,44,2,12,47,8,3,5,27,7,51,40,55,1,1,2,59,48,15,7,1,2,29,25,15,0,0,9,39,0,1,20,34,51,18,19,1,49,2,2,3,7,8,1,7,0,1,0,7,4,38,7,10,2,39,42,3,1,6,12,2,25,3,0,4,2,25
109023,1020,1,2,19,51,3,7,28,0,11,58,10,0,5,29,6,47,26,52,0,0,0,46,50,10,8,0,0,38,12,17,0,0,8,29,0,1,13,44,61,27,13,0,46,0,0,2,2,16,3,2,0,0,1,6,0,28,5,8,0,51,38,0,0,2,10,0,20,3,2,5,2,36
109024,1065,1,0,14,52,1,12,35,0,4,58,13,0,6,24,3,51,25,51,0,4,1,52,51,8,19,0,0,36,16,19,0,1,11,27,0,0,10,48,60,23,15,0,29,1,0,4,8,31,1,7,0,1,1,10,1,13,7,12,1,50,50,0,2,2,7,3,21,4,2,4,0,42
109025,889,1,1,17,32,1,16,36,0,10,38,11,1,3,20,2,45,16,37,0,6,0,36,41,13,5,1,1,31,22,13,1,2,17,27,0,7,5,30,50,18,18,1,27,2,0,7,2,13,2,17,3,0,0,10,2,20,3,4,3,32,38,0,2,1,6,0,29,6,0,3,3,22
109101,1544,3,0,30,56,2,65,40,0,21,54,20,0,6,52,3,80,80,88,0,2,0,53,96,26,17,0,0,43,23,23,0,0,32,41,0,0,34,61,91,34,62,1,50,0,0,1,1,7,1,13,0,0,0,11,2,22,0,4,0,40,81,5,0,6,8,1,27,3,0,3,3,16
109102,1508,4,2,18,66,3,76,36,0,20,62,17,0,11,39,1,90,82,87,0,0,0,44,98,20,15,0,0,30,26,25,0,0,25,33,0,0,30,60,94,28,63,0,55,0,0,2,2,7,0,11,0,0,2,11,4,23,0,0,0,31,78,10,0,10,12,1,25,0,1,1,3,14
109103,1585,3,1,33,65,0,53,37,2,20,62,18,1,3,52,2,96,89,93,0,2,1,50,85,20,13,0,0,33,21,22,0,0,21,57,0,2,29,62,87,38,55,1,61,0,1,3,1,5,1,4,0,2,1,11,1,31,1,3,0,57,82,3,0,10,17,0,25,5,0,3,5,23
109104,1357,4,4,25,52,3,46,40,1,15,50,12,0,4,49,3,72,73,74,0,1,1,51,81,18,16,0,0,20,18,30,0,0,15,42,1,1,33,53,79,30,44,0,46,0,2,2,2,9,1,3,0,2,1,10,1,29,1,1,0,41,77,6,0,6,11,0,17,5,1,5,2,15
109105,1536,2,1,31,63,2,60,34,0,24,60,20,0,9,47,1,80,89,88,0,0,0,52,94,23,17,0,0,16,15,24,0,0,17,42,0,1,39,53,90,39,58,0,70,0,0,2,1,6,1,6,2,0,0,12,3,33,1,1,0,43,75,10,0,8,11,1,26,3,0,2,3,25
109106,1436,7,0,21,47,2,54,47,0,20,49,19,0,7,44,1,75,72,87,1,1,0,41,89,22,10,0,0,37,20,15,2,1,22,40,0,0,31,54,85,30,57,0,55,1,0,3,3,11,1,7,1,2,5,8,3,30,0,1,0,43,78,6,0,6,12,2,18,4,2,4,4,16
109201,1800,9,2,66,53,4,23,89,0,40,58,17,0,7,73,4,76,39,87,7,0,0,91,90,28,3,0,1,63,52,29,0,0,19,62,0,2,33,43,84,50,16,1,79,0,4,6,3,7,3,17,0,1,1,3,1,68,2,8,0,60,82,1,1,1,7,1,73,5,1,3,12,29
109202,1751,5,7,75,49,2,26,97,0,35,54,18,0,2,72,7,80,28,73,3,2,0,84,83,35,9,2,0,64,43,23,0,1,22,53,2,0,23,36,68,61,20,0,74,3,0,10,1,9,3,21,0,1,1,8,3,80,0,4,0,52,87,2,0,5,9,0,69,7,0,1,7,30
109203,1336,6,3,59,44,1,16,64,0,34,43,16,0,3,60,6,51,30,65,5,0,0,58,60,24,3,1,1,61,34,26,0,0,11,50,0,0,30,28,65,29,14,3,42,1,0,5,4,3,0,11,1,1,2,1,2,50,1,2,3,49,55,2,0,2,9,2,51,3,2,0,8,20
109204,1708,11,4,56,44,3,33,89,2,30,48,22,3,6,62,8,73,35,72,5,3,1,67,76,32,9,0,0,53,57,33,2,0,24,55,1,3,36,40,76,42,22,1,50,0,7,11,40,4,3,19,1,2,4,11,0,53,1,4,2,62,76,3,2,2,9,3,62,4,1,2,7,24
109301,2374,6,4,64,43,10,64,122,2,39,53,26,0,7,91,15,116,50,89,2,2,2,86,96,64,29,2,1,76,79,35,1,1,45,55,2,4,47,63,114,67,60,0,79,3,2,14,8,18,3,38,1,3,2,19,2,75,4,9,3,65,110,3,1,4,20,4,94,9,0,7,1,39
109302,2225,3,3,51,54,10,46,113,2,28,56,27,2,4,90,14,124,54,72,3,9,1,84,105,52,20,2,1,69,74,21,2,2,45,55,6,4,50,93,70,49,58,0,76,2,1,12,6,7,4,38,1,2,0,22,5,69,5,10,4,56,108,3,3,1,17,4,90,9,6,4,1,31
109401,1874,5,1,88,51,0,28,77,0,24,76,19,0,10,60,10,74,44,100,1,3,1,66,77,32,6,1,1,78,48,23,1,0,20,58,0,0,20,68,109,43,61,1,85,0,1,3,4,7,2,12,1,4,4,4,7,33,0,1,0,89,85,1,0,0,11,0,75,2,0,3,0,55
109402,1848,3,4,79,65,1,27,57,1,21,89,13,0,7,56,7,84,46,106,1,4,0,53,61,22,10,1,0,77,29,32,1,0,10,42,3,1,30,88,112,27,42,0,77,3,1,2,2,6,0,10,0,1,1,10,7,34,1,10,0,112,81,0,0,0,19,2,83,1,0,1,0,72
109501,1055,7,1,31,31,2,23,40,0,12,17,12,0,0,38,3,53,35,38,0,1,0,41,42,20,12,1,2,25,26,11,0,0,24,39,0,1,18,22,55,30,22,0,53,8,1,6,4,10,3,12,2,3,1,8,1,29,1,3,0,50,50,10,2,2,9,2,31,2,0,2,0,15
109502,1229,3,2,30,42,0,20,44,0,14,24,19,0,2,45,5,53,48,51,1,4,0,54,55,22,15,0,1,30,25,14,0,0,21,54,0,2,19,26,66,31,26,0,55,15,1,8,4,16,6,4,3,2,3,5,0,25,1,3,0,64,55,10,4,1,15,1,36,7,0,4,1,12
109503,1188,11,2,39,33,1,20,49,1,17,23,12,1,0,35,4,70,42,48,1,4,1,38,49,17,12,0,1,30,19,14,1,0,18,48,10,4,17,35,70,31,22,2,42,8,1,6,4,14,0,11,0,10,0,9,0,27,0,5,2,49,64,5,4,5,10,5,34,3,2,4,0,12
109504,1308,11,2,32,45,3,30,53,1,21,28,10,1,0,54,9,70,37,51,0,4,1,49,56,30,18,2,2,31,29,17,0,1,21,52,0,0,24,40,71,39,25,0,48,8,2,10,2,11,2,13,1,0,2,9,1,35,1,6,0,36,56,7,3,5,11,0,42,5,2,2,0,18
109505,1188,10,0,46,37,1,19,54,0,13,19,18,0,0,41,7,64,40,54,0,3,0,46,48,29,7,1,0,33,34,13,0,1,19,41,0,1,19,25,60,35,22,1,36,5,0,10,2,9,2,12,1,0,2,7,0,31,0,5,0,53,61,7,3,5,12,1,46,3,1,0,1,12
109506,1301,7,1,35,34,3,27,52,1,9,31,17,0,2,45,3,65,52,49,0,4,0,46,65,24,14,0,0,33,24,13,1,1,26,55,0,1,24,31,70,23,30,0,52,12,0,4,3,21,4,13,2,2,3,6,2,25,2,5,1,62,63,10,2,4,13,3,46,5,1,1,1,15
109507,1446,10,2,40,55,1,15,66,0,16,40,21,3,0,57,8,75,53,64,1,2,1,56,63,19,12,1,1,42,18,26,2,2,13,72,1,1,23,39,76,32,33,0,54,4,0,5,3,15,3,9,0,1,0,10,0,39,1,6,1,79,70,4,2,3,8,1,40,0,1,1,1,23
109508,1231,12,3,40,47,2,26,52,0,7,25,12,0,0,45,2,58,44,47,0,0,1,58,60,17,16,0,1,35,18,12,0,0,23,56,0,0,21,33,72,28,24,0,51,13,0,5,3,14,0,8,0,0,1,7,0,20,2,7,0,67,56,12,1,2,7,4,31,4,1,1,1,16
109509,1266,7,4,41,52,6,21,55,0,6,30,15,0,0,39,2,76,46,52,0,3,0,48,59,21,16,0,0,25,23,16,0,0,22,55,1,2,22,33,62,32,22,1,52,10,1,5,0,16,1,11,0,2,1,11,1,21,0,9,0,67,55,8,3,4,11,0,39,2,2,3,1,15
109510,1196,7,2,29,47,2,21,51,0,12,34,13,1,0,41,5,62,39,53,0,6,0,51,62,17,12,0,0,29,17,16,0,2,16,42,1,0,19,35,65,32,20,0,53,7,0,3,0,18,2,9,1,0,2,7,0,24,2,2,0,55,59,7,2,4,7,1,39,1,4,2,1,23
109511,1314,6,2,35,45,2,19,64,1,15,27,13,1,1,48,3,61,38,62,1,3,1,46,52,24,16,1,0,31,29,18,2,1,23,55,0,2,28,37,60,43,30,0,50,5,1,4,4,13,3,15,0,1,2,8,1,30,0,4,0,58,61,5,5,3,10,0,49,3,2,3,3,25
109512,1296,11,3,33,40,2,30,63,1,15,23,14,2,1,46,5,74,38,55,0,5,1,46,63,30,8,1,0,48,29,14,2,3,25,53,0,3,16,31,61,29,36,1,43,4,0,3,1,11,2,19,1,3,1,14,2,21,0,5,1,56,61,4,2,4,8,1,44,5,2,4,0,13
109513,1475,11,1,40,52,3,24,66,0,15,37,26,1,0,56,3,76,56,64,1,2,0,63,67,18,12,0,0,31,29,20,0,0,20,58,0,1,26,38,82,42,28,0,57,11,0,6,3,21,2,9,0,0,0,11,1,30,1,9,1,80,71,11,1,1,12,2,44,4,1,1,0,16
109601,1511,0,0,24,53,0,95,12,0,5,18,0,1,0,82,1,48,50,119,5,0,0,94,92,4,7,0,0,86,29,16,0,0,0,27,0,0,17,31,118,25,1,0,101,1,0,1,17,4,0,0,0,1,0,2,0,71,0,0,0,98,19,0,0,1,10,0,24,2,0,5,0,94
109602,1548,4,0,19,61,0,84,17,0,8,11,3,0,3,79,2,52,51,114,3,0,0,89,96,9,14,0,0,69,22,21,0,0,2,36,0,0,17,40,119,26,3,0,104,0,0,0,12,9,0,0,0,0,0,7,6,59,0,1,0,107,34,2,0,2,14,0,20,1,1,3,1,91
109603,1529,0,0,16,75,0,98,14,0,2,16,3,0,1,84,1,60,39,120,3,0,0,100,98,4,5,0,0,67,20,19,0,0,1,26,0,0,13,46,116,21,3,0,103,0,0,2,20,4,0,1,0,1,0,5,0,61,1,0,0,110,18,0,0,1,6,0,16,0,2,3,0,104
109604,1564,0,0,22,56,0,86,11,0,6,22,1,0,0,87,4,43,50,121,8,0,0,106,94,1,13,0,0,76,20,18,0,0,0,35,0,0,19,42,118,24,0,0,107,0,0,0,21,7,0,0,0,1,0,6,2,74,1,2,0,96,22,0,0,0,12,0,25,2,0,8,0,95
109605,1608,2,0,22,73,0,95,18,0,6,24,1,0,1,88,2,46,47,123,2,0,0,104,102,6,5,0,0,85,23,28,0,0,0,31,0,0,15,35,122,24,0,1,107,1,0,1,13,4,0,0,0,0,0,4,1,79,1,3,0,106,21,0,0,2,6,0,23,1,1,2,0,101
109606,1515,2,1,11,73,0,105,9,0,5,10,7,0,2,89,0,41,37,118,3,0,0,108,106,3,4,0,1,86,25,7,0,0,0,17,0,0,4,34,120,12,0,0,112,1,0,1,9,5,0,0,0,0,1,8,1,75,1,0,0,110,14,0,0,1,7,1,13,0,0,3,0,112
109607,1547,2,0,23,67,0,84,19,0,4,26,5,0,0,77,3,43,49,118,1,0,0,90,91,5,9,0,0,74,21,21,0,0,1,39,0,0,20,41,118,28,3,0,102,0,1,0,11,6,1,1,0,0,0,5,2,67,4,1,0,107,25,0,0,1,8,0,22,0,1,1,0,99
109608,1416,0,1,16,69,0,93,8,0,2,18,1,0,0,77,0,44,39,109,1,0,0,102,91,1,5,0,0,64,20,16,0,0,0,21,1,0,13,40,108,22,0,0,97,0,1,0,16,3,1,0,0,0,0,4,0,69,1,0,0,100,15,0,0,3,3,1,16,2,0,1,0,101
109609,1504,1,0,13,62,0,87,11,0,4,17,2,0,0,79,3,51,42,113,9,0,0,88,98,4,17,0,0,67,23,19,0,0,1,28,0,0,14,45,122,22,1,0,105,0,0,3,17,4,0,1,0,0,1,6,3,54,1,1,0,98,24,0,0,2,15,0,21,0,3,8,0,94
109701,1380,1,0,73,17,0,25,49,0,8,20,4,0,1,21,2,89,90,83,1,0,0,83,72,11,10,0,0,14,9,10,1,1,3,48,0,0,18,68,88,39,8,0,78,0,0,2,1,10,1,3,0,1,1,3,1,35,1,6,1,88,86,0,0,1,11,0,19,2,1,3,0,58
109702,1506,1,1,67,10,0,22,60,1,14,28,3,0,3,29,4,98,70,64,1,1,0,94,88,15,9,0,0,7,12,15,0,1,6,62,1,0,16,73,107,35,10,0,98,0,0,5,6,7,2,6,0,0,0,2,0,35,0,12,0,107,101,0,0,1,9,0,16,2,2,1,0,66
109703,1471,3,1,77,18,0,26,59,1,12,18,4,0,8,28,6,79,84,84,2,1,1,82,85,15,9,0,1,11,13,21,1,0,2,46,2,0,17,60,101,37,8,0,80,1,0,5,3,10,2,3,1,1,0,2,1,42,1,9,1,100,90,1,0,4,12,2,19,4,3,2,0,49
109801,946,2,0,21,12,2,15,36,0,16,18,3,0,4,27,5,45,34,35,0,1,0,43,45,16,11,0,0,28,20,10,0,0,16,35,0,1,29,18,47,46,18,0,39,1,0,5,0,9,0,13,2,0,0,1,0,25,2,2,2,35,34,0,4,3,23,6,43,5,16,6,1,10
109802,732,1,1,20,15,4,10,45,2,23,12,5,1,4,26,11,38,18,31,0,2,0,32,26,13,6,0,0,19,15,11,0,0,10,24,0,1,15,11,31,35,5,1,26,2,0,6,1,3,1,7,0,1,0,2,1,20,0,4,1,29,27,1,3,0,11,4,34,5,3,5,1,10
109803,738,2,2,26,13,1,7,35,0,11,17,6,0,7,28,1,31,31,29,0,1,1,30,27,12,4,0,1,14,16,8,0,2,10,28,1,0,11,9,30,28,10,1,36,1,0,6,3,2,3,6,1,3,1,3,1,28,1,2,0,31,25,1,6,0,10,7,42,2,8,10,1,7
109804,864,2,2,21,11,5,13,41,1,14,18,8,0,4,23,2,37,34,33,1,3,0,46,41,12,12,0,1,20,20,13,0,2,12,25,1,0,20,20,41,36,16,1,39,3,0,8,1,8,1,7,0,2,0,2,0,27,3,2,0,28,32,0,2,2,18,4,36,3,4,5,1,14
109805,731,2,2,24,8,3,13,42,0,14,10,5,0,4,23,5,43,19,24,0,0,0,19,28,17,3,1,0,25,26,9,1,0,19,17,0,0,14,11,45,29,13,1,23,3,1,7,3,4,3,9,0,0,0,1,0,21,1,2,0,26,33,0,3,1,13,3,35,0,7,3,0,10
109806,814,2,0,21,5,1,8,49,1,8,8,5,1,5,34,3,40,23,34,1,1,0,29,25,17,5,2,0,34,23,9,1,1,12,28,1,2,9,10,42,40,11,1,35,0,0,6,2,7,3,6,3,0,2,4,3,26,2,4,0,29,39,1,5,2,18,1,30,2,10,9,1,12
109807,983,0,0,33,12,3,12,51,0,21,17,8,0,3,30,4,44,37,35,0,1,0,42,38,20,13,0,0,33,19,19,0,0,15,35,0,0,25,18,53,37,17,0,36,2,1,5,4,4,1,8,0,1,0,5,0,29,1,3,0,37,43,0,3,3,22,4,44,1,7,6,0,18
109808,732,2,1,21,9,1,14,44,0,13,13,2,0,3,20,4,41,30,32,1,1,0,26,28,15,7,2,0,25,21,9,0,0,19,22,0,0,9,20,39,29,13,0,20,0,1,2,3,1,2,11,0,1,0,1,1,21,0,1,0,19,31,0,1,2,15,5,37,1,2,5,0,13
109809,871,2,0,31,22,2,7,47,3,27,16,11,0,3,36,9,37,36,41,0,1,1,37,20,17,6,0,0,21,16,12,0,3,9,40,0,2,29,11,33,38,7,0,35,1,0,6,1,2,4,6,3,0,0,1,1,26,1,2,0,33,25,0,2,2,3,6,43,4,3,2,2,24
109810,816,0,1,16,12,1,13,51,0,10,13,7,0,3,25,3,44,26,35,1,1,0,33,33,23,9,0,0,22,18,9,1,0,15,31,1,0,15,18,42,36,15,1,27,0,0,5,1,5,0,8,1,0,1,3,0,15,0,3,0,32,39,1,3,2,13,4,41,4,5,4,0,15
109811,964,1,3,25,17,1,13,51,1,11,16,9,0,9,36,1,44,39,44,2,3,0,36,39,24,10,0,0,36,21,16,3,1,13,41,0,0,20,15,47,35,25,1,33,1,0,4,0,4,0,9,0,2,1,2,1,20,0,2,1,41,39,0,8,0,9,0,44,2,11,8,1,12
109812,876,2,0,28,10,2,16,41,0,12,13,4,0,2,25,2,46,35,37,1,2,0,36,38,22,12,0,0,29,25,15,2,0,18,29,1,0,22,13,44,29,20,0,34,0,0,5,3,3,0,13,0,0,1,2,0,21,1,1,0,35,38,0,2,4,16,5,30,1,5,6,1,16
109813,720,4,1,25,5,1,7,35,0,16,11,2,3,5,17,4,35,26,30,0,1,0,29,25,12,9,2,0,16,18,10,0,1,14,25,0,0,20,13,32,31,11,1,26,0,1,7,1,5,3,6,0,0,0,2,1,18,0,3,0,30,32,0,3,3,16,5,27,6,6,2,3,17
109814,802,3,0,24,14,2,10,30,0,21,15,7,0,4,24,2,36,32,41,0,2,0,34,32,16,5,0,0,29,11,13,0,0,8,32,0,1,15,11,34,32,11,1,32,1,2,2,4,3,2,6,1,0,0,4,0,23,0,3,2,32,32,0,3,3,15,4,34,14,4,4,1,19
109815,972,2,0,32,12,2,12,46,0,14,13,8,0,5,33,8,47,30,49,0,2,0,42,39,19,10,1,0,33,17,11,0,0,13,37,0,0,28,19,50,52,16,0,38,1,1,7,0,7,2,8,1,2,1,1,0,28,0,2,0,36,39,1,3,2,15,11,35,3,4,7,1,14
109816,615,2,0,17,8,1,14,31,0,8,9,3,2,5,17,5,36,20,23,0,0,0,23,29,20,4,0,0,23,23,4,0,0,19,21,0,0,14,10,31,17,16,0,18,0,0,3,1,3,2,14,0,1,0,1,1,17,1,0,0,21,24,0,4,1,7,3,20,2,4,2,4,6
109817,684,3,1,17,11,1,8,27,0,12,15,2,0,2,22,2,39,23,31,0,1,0,25,20,15,5,0,0,16,18,9,0,0,10,28,0,1,20,16,37,35,9,0,25,0,0,10,2,2,0,5,0,0,0,1,0,21,2,4,0,27,30,0,1,3,12,7,30,3,5,1,0,12
109818,834,1,0,28,19,1,10,41,0,15,19,7,0,3,28,5,42,23,45,0,0,0,32,35,15,6,0,0,32,14,13,0,1,12,30,0,1,15,13,43,34,15,2,33,1,0,2,3,6,2,6,3,0,0,2,0,23,1,4,0,29,25,1,2,5,22,4,31,2,2,6,1,18
109819,840,4,3,19,13,5,17,47,2,8,16,4,0,7,23,1,44,20,36,0,5,1,30,38,18,6,1,3,30,21,10,1,2,15,31,2,1,19,16,42,29,12,2,25,0,1,6,1,6,0,9,0,0,0,5,0,20,1,3,0,24,44,0,4,4,10,3,39,1,6,4,1,19
109820,948,3,1,33,15,3,10,45,0,18,23,4,0,3,29,7,46,29,35,0,0,0,34,32,17,4,0,0,22,30,17,2,1,15,22,1,2,24,18,50,40,12,0,33,3,0,13,6,5,0,9,0,1,3,4,1,36,0,5,2,35,40,1,2,3,13,7,41,4,7,4,2,21
109901,1206,5,4,34,17,1,38,72,0,24,9,5,0,4,41,6,65,22,32,2,1,2,33,54,43,10,2,1,56,58,10,0,0,42,25,1,0,17,11,61,37,35,0,39,3,1,5,2,7,5,33,1,3,1,5,3,37,5,2,1,22,56,1,1,1,8,2,60,8,4,3,1,6
